player,mu,sigma,wins,losses,sets
g0d,31.4506190385,4.47264732733,2,2,4
shanks,31.4261280276,2.89049232148,7,5,12
esid,31.4203829707,3.07945798212,6,3,9
natendo,31.3467436189,3.8250735603,4,2,6
studstill,31.3453191009,2.99406996,7,4,11
pete,31.2596994468,3.62257992679,4,3,7
señorhen10r,31.2010368412,3.46108022097,4,3,7
shihman,31.1578573453,1.9396811536,18,10,28
kirbstomper,31.0885176736,3.44632113396,5,4,9
bamster,31.0778483007,4.60518867746,3,2,5
piratetrips,31.0262189492,2.65454965103,8,4,12
v,30.9234997874,3.8028353107,4,2,6
waxy:joe,30.7970579001,2.88545254077,6,4,10
th3kuzinator,30.7811578962,2.98616020719,6,6,12
fancy,30.777785003,4.14446544852,3,2,5
supa,30.7648392859,2.43283249121,8,7,15
rusty,30.7336389366,2.36990905105,9,8,17
broly,30.7318611578,2.49324379426,9,6,15
xyk,30.6786988061,4.29092056412,4,2,6
gildo,30.5933788615,2.41361624543,12,6,18
purtle,30.5498824699,3.47652965661,3,3,6
captain l,30.4644663251,2.97692795313,6,6,12
b.i.,30.445861407,2.70331530497,7,4,11
elel,30.4215657473,3.17858633775,6,4,10
jxc,30.3614976485,3.69968756482,4,2,6
maliki,30.3605935399,2.58744598664,7,6,13
moogle,30.1767981464,4.27200437518,3,2,5
morino,30.1506617443,3.72732224827,3,3,6
chuck lubs,30.1247928969,4.4348265097,3,2,5
b33f,30.1152248454,2.4204551118,11,6,17
commander,30.0903503895,4.16362587737,3,2,5
bon,30.0804979987,2.98155879143,6,6,12
the american patriot,30.0060419557,4.2415889838,4,2,6
smurf,29.9358126186,1.94094549591,17,12,29
skyfire,29.9340563264,4.28980497948,3,2,5
greeno,29.9043216909,2.19661634188,13,8,21
gt,29.8744670104,1.69584511028,18,14,32
duffman,29.7741142713,4.32759443006,3,2,5
heny935,29.747188932,3.78751268999,4,2,6
mr. wang,29.7107399065,4.09964872741,4,2,6
subtle,29.6797614903,3.62909910354,5,5,10
umbra,29.6657513578,3.25173522248,6,4,10
mustard tiger,29.6204154263,3.3243447137,6,4,10
freddy cougar,29.6190154715,4.80369636988,3,2,5
whitejesus,29.5759371727,2.53165660458,6,8,14
korobeniki,29.5584770473,2.70077366151,7,8,15
darkneon,29.4985544498,4.29757594604,3,2,5
toro,29.4673459647,4.33897118409,3,2,5
elvis,29.4555529987,4.07815083408,4,2,6
travkid,29.4458157483,4.98927851621,1,1,2
tank,29.42965499,4.14507127951,2,3,5
p21/c,29.4294777648,2.60697092862,9,6,15
komotonoto,29.3725166892,3.12424303457,5,4,9
pewpewu,29.3702269524,3.31339503311,5,4,9
zyrg,29.3214552489,2.98961477749,6,4,10
pathall,29.308972806,4.64863868758,2,2,4
annex,29.3062469287,2.20836912806,12,9,21
dpb,29.301464693,4.54089378478,3,2,5
enneielle,29.2814608157,2.17769003262,9,9,18
bp,29.2574361344,3.60349394701,3,3,6
fudgeball,29.2414397986,3.80820128723,3,2,5
a la carte,29.2286575854,3.50381360165,5,4,9
dizzle,29.1178324078,2.81993857375,7,7,14
tonester,29.0435423767,3.48214256679,7,4,11
justin,29.0426893252,4.11306400048,3,2,5
jamjar,28.9727583052,2.0635656256,16,14,30
sebula4,28.9023810355,4.36434305545,3,2,5
jam,28.8601759784,2.50145083593,6,9,15
touque,28.8545878899,4.23069820177,3,2,5
professor_wizard,28.8249536295,2.30052393805,9,7,16
ibc,28.777627178,3.33492019258,4,4,8
zuko,28.7579335693,2.24265265159,12,11,23
quickcav,28.7428179853,3.01255711911,6,3,9
iheartqueso,28.6691770787,3.67631521538,5,4,9
the (.)(.),28.6459603427,3.52717425325,3,3,6
kelvinheit,28.6438902468,2.39687676412,9,7,16
phut,28.6168777725,3.9989661326,3,3,6
peasantloaf,28.5581490294,4.23333842567,3,2,5
vudujin,28.5358925715,4.51236308597,3,2,5
captain fabulous,28.5259264187,2.00637939665,12,14,26
toronto joe,28.5159878507,4.46472143658,3,2,5
tvdonk,28.5159878507,4.46472143658,3,2,5
cmull,28.4225583851,3.20177131954,4,4,8
coin chaser,28.3398804873,4.41338713391,3,2,5
kabal,28.3246175391,3.82277180882,4,3,7
tafokints,28.3195828096,5.26100664541,2,1,3
scratch,28.2608006333,2.26528187181,8,11,19
thrillhouse,28.2408931665,3.03506915857,5,4,9
killahertz,28.2252999537,2.9395187859,7,6,13
dragoniota,28.2167689426,4.41112725804,3,2,5
blaise,28.2055181803,4.52219949795,3,2,5
marlwolfe,28.1892558898,2.19323964125,9,9,18
q!,28.1795105279,2.09549464929,11,13,24
autobaun,28.1529055021,4.53845634446,3,2,5
miniohh!,28.1482746492,4.74853701292,2,2,4
nattyb,28.1340321176,4.41412338,3,2,5
spamus,28.1192118618,4.54159624094,2,2,4
handles,28.1062279701,2.54154428481,9,6,15
batterybird,28.0646892936,4.53376969681,3,2,5
mr. slimey,28.0373529268,4.69518764727,2,2,4
pizza,27.953683731,2.41105671578,10,10,20
no~m,27.9361005125,2.75438601431,9,6,15
1000,27.9254909398,3.36821793042,9,6,15
horbie,27.9138739191,4.03796491632,3,3,6
daniels,27.904363884,1.85191776449,17,15,32
t brett,27.9038671926,3.45191302306,5,4,9
bigbeaver,27.8858921022,1.81854820151,13,15,28
shyboy,27.8855005042,4.52522270394,3,2,5
xor,27.8477909423,4.54391781032,3,2,5
starchild,27.8331064643,2.67373919865,9,6,15
meerkat,27.8153438524,2.26572339547,9,10,19
tbq,27.7121606744,3.1776848213,5,4,9
dr. lampy,27.7012340579,4.3858154803,3,2,5
kraines,27.699637938,4.73802636933,3,1,4
zbl_mystic,27.6631041329,4.70623537305,3,2,5
giraphe,27.639581377,4.34572772,3,2,5
rizner,27.6181119649,2.42243750276,10,9,19
zergos,27.5864731702,2.92439817227,9,6,15
sheick,27.560447432,4.57676738624,3,2,5
stonehaus,27.5430321008,4.55246260635,3,2,5
grahamaglam,27.5281999337,2.66514074648,5,6,11
t0mmii,27.5268971516,4.50511998972,3,2,5
stevie g$👌👌👌👌👌👌👌👌,27.4572173509,5.05325565079,2,2,4
elated,27.4355004211,3.16977274572,6,4,10
boomalready1,27.4338144052,3.43537607437,5,4,9
dubs,27.4289482146,2.95639097794,7,5,12
king lumsy,27.418245167,4.5754327375,3,2,5
mando,27.4060611412,3.10377819327,4,6,10
kingkool,27.3741879199,4.51626367599,3,2,5
wincancel,27.3540797686,3.0450763727,6,6,12
ern,27.3334373546,4.52651953183,3,2,5
dount,27.2785343939,3.85885516945,3,3,6
shishkabobs5,27.2326031408,5.00032712262,2,2,4
razz,27.202235941,2.84009146465,6,6,12
breakthrough,27.1618806592,4.70796929188,2,2,4
wazzberry,27.1536110551,4.72588493458,3,2,5
vanillarin,27.0361198682,2.62069113787,9,8,17
blondekid,26.9924098797,4.35755839457,3,3,6
vanddar,26.9855379943,4.89754342669,2,2,4
pluto,26.9787226361,4.68441234521,2,2,4
aisengobay,26.9702761305,4.32629775484,2,2,4
drewgong,26.9602743253,3.29946872242,4,6,10
nasian,26.9370625526,4.20539063643,2,2,4
white,26.9291959779,2.64907609217,6,9,15
gaijilla,26.8736402356,5.2649564721,2,2,4
mr.watchandlearn,26.8444761175,5.1399503369,2,2,4
kaladin,26.8193794291,4.85733180033,2,2,4
bunz,26.8036918773,4.75346859704,2,2,4
village mascot,26.7929490268,2.39080574632,8,9,17
sonicfuzz,26.7877842203,3.14082481264,8,6,14
rgood,26.7536597029,4.4073946799,3,2,5
barron,26.7476278258,4.88747466006,2,2,4
deathcpo,26.7467367359,2.64523790334,7,7,14
moonshoe,26.7368806227,3.10141244655,5,4,9
hotahota,26.7321026989,4.42131328712,3,2,5
hypa,26.6816382247,4.66585667073,2,2,4
synth,26.6172088673,4.33607340791,2,2,4
droc,26.6102769011,4.82342193526,2,2,4
neth,26.5913639896,3.07304243609,6,6,12
k-nut,26.5561845406,3.80031097908,4,3,7
hhhhhhhhhhhhhhh,26.5287302238,4.8977151627,2,2,4
lookalike,26.5051808211,3.57644160317,4,4,8
spunker,26.4968506048,5.39996179118,1,2,3
duncs,26.4404298313,2.60252622828,8,8,16
mmneggs,26.430301868,3.34250199126,2,6,8
beans,26.4058529365,2.58692411383,7,9,16
hariballz,26.3992994859,3.37425910747,4,4,8
mistertizye,26.3501929944,4.37056611862,1,2,3
notlightningrunner,26.3052248951,4.25446835385,3,2,5
thissidedown,26.229930095,5.24317585284,1,2,3
pandemonium,26.202037118,4.47583908036,2,2,4
whuck,26.1788721339,3.79308635956,3,3,6
jc_chill,26.1657816519,4.53095069877,2,2,4
dusttin,26.161861276,2.82523630125,7,7,14
sandman,26.1362804608,4.62754522802,3,2,5
bacorn,26.1074342669,2.24889260664,10,12,22
cwic-beam,26.0949588561,2.67479135518,8,8,16
jsmirk,26.0943375225,2.85798307988,6,7,13
purple fox,26.0922316313,4.68189431557,2,2,4
reptar,26.0589247219,3.6778450728,4,4,8
bringdaruckus312,26.0585891092,4.93971246405,2,2,4
leavescat,26.0109321783,3.48886699953,4,4,8
poptartplug,25.9477188032,5.02533654522,2,2,4
7blanks,25.934125801,3.95263836732,3,3,6
bflakes,25.9163695424,4.48265698201,2,2,4
stark,25.901915598,4.63543834479,2,2,4
imdabes,25.8391116057,4.92746511244,2,2,4
spaghetti,25.7735697639,4.02913069357,2,3,5
moosh_da_moosh,25.7431022309,4.82317890765,2,2,4
bre,25.7349492464,4.60562823618,2,2,4
therapture_,25.7113062928,4.91600928402,2,2,4
hoofydough,25.7113062928,4.91600928402,2,2,4
mixxedvegetables,25.6809593844,4.72851595519,2,2,4
brny,25.6707802897,4.80813518088,2,2,4
salt,25.6678434192,3.2059090227,6,6,12
hoofy,25.6526088594,3.72880295965,4,4,8
yrn,25.6402583515,5.03302233421,1,2,3
kd3,25.6376666632,4.82702882106,2,2,4
goosewithsocks,25.5817947658,3.47425433027,2,4,6
qubit,25.5807008818,4.90407462887,2,2,4
blueman,25.561001228,3.18655377657,6,6,12
funkykong,25.5398938921,4.87632287103,2,2,4
capos,25.5398504506,2.43031109693,8,8,16
karlthemarx,25.5170909525,4.82004371416,2,2,4
kman,25.5120111883,5.15176625924,2,2,4
beguiler,25.4879888842,4.93887434678,2,2,4
tootmoses,25.4501639569,4.79855601461,2,2,4
sunflower,25.422175144,2.43546047209,8,11,19
z-rex,25.4160816139,5.77661270191,1,2,3
snowstorm,25.3934923152,4.93156978565,2,2,4
dankestdad,25.3934923152,4.93156978565,2,2,4
geekliftus,25.3934923152,4.93156978565,2,2,4
zhu,25.3889699467,5.08796094963,1,2,3
gamer4life,25.3313054204,4.74160906926,2,2,4
rythemretrn,25.3104630178,2.95457803438,6,6,12
kristoff,25.291760386,2.75634084853,6,8,14
swiftbass,25.2622368269,4.89216411198,2,2,4
klms,25.2540556461,4.9265753216,2,2,4
wowzers,25.2437136137,4.68685155708,2,2,4
cyan can,25.2420067743,4.83238090016,2,2,4
tauvalian,25.2420048651,4.89068256503,2,2,4
yass2queen,25.2380514589,5.60889632979,1,2,3
sun vulcan,25.2272295754,3.50426106102,4,4,8
cortese187,25.1935697975,3.0673092299,6,6,12
kaddy,25.1935464266,6.17369305993,1,1,2
jazzy jinx,25.1859806704,4.69769232408,2,2,4
moist,25.1501241142,4.84335647834,2,2,4
bottle opener guy,25.1395919037,4.88048177123,2,2,4
maniac379,25.1391080443,2.4117638002,7,11,18
dwreck,25.0918745664,5.05514075948,2,2,4
quitrage,25.0918745664,5.05514075948,2,2,4
apparition the ambassador,25.0287588445,2.26860505674,8,13,21
hayrow,25.0282756767,5.62746911502,1,2,3
jinjo,25.0281977457,5.37474552702,1,2,3
savior,25.0226412845,4.94438727798,2,2,4
mahie,25.0,8.33333333333,0,0,0
luka,24.962131765,3.38631719927,6,6,12
clefairy as mew,24.9612859904,4.8678161245,2,2,4
dezno,24.9542466833,6.26500222621,1,1,2
gato,24.9485914857,5.09950726202,1,2,3
collin the conqueror,24.9470442643,5.04933891529,2,2,4
pizzajokes,24.9470442643,5.04933891529,2,2,4
ngwn,24.853127997,5.69709158185,1,2,3
soulbroker,24.8226272215,4.78694436349,1,2,3
bonerstorm,24.8185774428,4.07470170292,3,3,6
j9d2,24.7918456344,4.36500508943,2,2,4
smashg0d,24.7898265298,5.51965307737,1,2,3
rawdog,24.7852843053,3.94609435295,3,3,6
h2o,24.7693668194,2.99263160714,6,6,12
prime,24.7276601343,2.44601248543,7,12,19
reese,24.7156006132,4.44726321122,2,2,4
costaricancool,24.7109304786,4.47492582702,2,3,5
logic,24.6832872387,5.02118010428,2,2,4
weedwack,24.677484977,4.7003546321,2,2,4
chicken,24.6622258125,2.64980591467,6,8,14
lldl,24.6408296169,4.92675042597,2,2,4
shake,24.632061035,3.22400962406,6,6,12
aces,24.6310450894,2.71265159261,6,10,16
tetsu0,24.6262993259,5.03796166079,2,2,4
nalgas,24.6083537309,4.09284507658,3,3,6
leaf fc,24.542814831,3.85644210104,3,4,7
fanboy,24.5158318759,5.71965181017,1,2,3
blue bear,24.5086320598,4.98700425871,2,2,4
satch,24.4819306349,5.0466665946,2,2,4
jlo,24.4788461412,4.23618089962,3,3,6
steamfriedasian,24.4582480014,5.06356359914,2,2,4
nuggzy,24.4517511005,4.68631702429,2,2,4
rocket,24.4134212455,3.35869801098,3,4,7
cagt,24.335738994,3.26313532649,4,5,9
bhol,24.3302189521,3.58389332104,3,4,7
han,24.3188992937,4.70763422455,2,2,4
jungle,24.2965993238,4.77557346742,2,2,4
butcher of bakersfield,24.2631282307,3.32928051955,4,5,9
frostbyte,24.2333661155,4.03168541742,3,4,7
paco,24.2230517301,2.8791699357,5,7,12
ocelot,24.1702426928,2.93481553889,4,8,12
waldo,24.1685852163,4.11372709721,2,3,5
hamburglar,24.1550871841,5.00463769789,2,2,4
little bill,24.1323287263,5.25476036577,1,2,3
fingerblast,24.1135201228,3.91384500813,3,3,6
lecceo,24.1110541172,4.9150888099,1,2,3
ravioli,24.0938144638,5.04758146343,2,2,4
mrpoo,24.0938144638,5.04758146343,2,2,4
truffleshuffle,24.0857535063,4.52055272159,2,3,5
frogman [charette],24.0673993662,5.72119732611,1,2,3
nich,24.051848558,5.03396569322,2,2,4
mr. biz,24.0325158375,5.05035439798,2,2,4
crazyk115,24.0236264376,4.58502916019,2,3,5
probers,24.0170930716,4.65908183593,2,2,4
kevine,24.0017500823,5.64096387295,1,2,3
hotsauce,23.9920880429,5.53089851051,1,2,3
sombrero,23.9311044655,5.34585268912,1,2,3
pokeiman_master,23.9230181265,5.35897660643,1,2,3
billbacon420,23.9182113525,5.67728798298,1,2,3
pochilin,23.913884547,3.92436656001,3,5,8
jaquarium,23.8986516109,5.19013016581,2,2,4
kriskringle,23.8985341592,4.44708424244,2,2,4
sebastian,23.8885902714,5.6272249848,1,2,3
rebel scum,23.8514175309,3.22637665669,4,5,9
lalo,23.8378412292,3.74800890797,3,4,7
dankey kang,23.8367041586,5.36114312866,1,2,3
pintoa,23.8325330672,3.68936003335,3,5,8
weirdy man,23.82333402,4.89076757683,2,2,4
cormander,23.7982704228,3.06085141573,4,7,11
zenaga,23.6995468826,5.51041351297,1,2,3
wal,23.6712234119,5.78652450812,1,2,3
yolochi,23.6569368072,5.73709256507,1,2,3
khakis,23.6064174759,2.85606700888,6,8,14
maps,23.5766818328,2.73362362029,4,8,12
train_town,23.4647443738,5.11424738884,1,2,3
nuro,23.4632583232,4.05222416114,3,3,6
macintosh,23.4267008724,4.38067783725,2,3,5
moze,23.4128335847,4.99336456923,1,2,3
cbones,23.4118466893,5.3741936705,1,2,3
sph,23.3803554407,4.50954608102,2,3,5
qapples,23.3665454411,5.36348527265,1,2,3
bodacious,23.352876492,4.02601646314,3,4,7
adrian,23.3232793074,3.16373875714,6,6,12
derstuk,23.3220658825,3.50213394487,4,6,10
ʙᴏᴅᴀᴄɪᴏᴜs,23.3118546517,3.40843525516,2,6,8
daddy's milk,23.2938575747,3.53288280537,4,5,9
kzidek,23.2863119817,5.35136986949,1,2,3
birdlordmasterbeak,23.2702484149,5.51423154169,1,2,3
qtip,23.1910720358,5.96847661703,1,1,2
ardent rage,23.1356590704,5.34723184218,1,2,3
highlyeducational,23.1230966872,4.83378241111,1,2,3
lucky_hamburger,23.1092298546,5.22545555971,1,2,3
-philip coast philip-,23.0884343049,5.19054268343,1,2,3
elitescoringguy,23.0843212923,3.60903203072,3,5,8
masquerade,23.0815344789,5.51632806959,1,2,3
hiv+,23.0810959537,5.25158556308,1,2,3
prism,23.08102187,5.7565063532,1,2,3
keagsbsmashin,23.0543397161,2.96475560626,6,6,12
cuppajoe,23.02482811,3.98943471156,3,4,7
brotherly,22.972908425,5.22754461773,1,2,3
maaron,22.9572305343,5.22840872562,1,2,3
slartibartfast42,22.9398519011,4.0176712361,3,4,7
icactusdog,22.9374497553,2.99920037802,4,9,13
xanz,22.8990129641,5.11642038207,1,2,3
the amazing busterino,22.8926262715,4.97058004014,2,2,4
gera,22.8571289183,5.36765458914,1,2,3
nigel_thornberry,22.8539770509,5.25544613076,1,2,3
big d [hamiel],22.8470048959,5.21813092743,1,2,3
v-bomber,22.8346027366,3.94477700004,3,4,7
littlespoon,22.7931450025,5.44754183403,1,2,3
precookedbread,22.7806286309,5.29131673702,1,2,3
hsf,22.7794083236,5.27172626087,1,2,3
boh,22.7537792016,5.25427043161,1,2,3
blahguy,22.7500395176,5.60834644142,1,2,3
myninja,22.7163269767,3.7834020777,2,4,6
blackf00t,22.7080967111,4.30529310428,2,4,6
paco [larkin],22.6968882364,5.51846737646,1,2,3
changed man,22.6867102224,5.67101579923,1,2,3
cooljoe,22.6802801661,5.236808055,1,2,3
ondas,22.6740704138,3.5164804014,3,5,8
miken,22.6678574677,7.1633429549,0,1,1
zibba,22.6173969986,5.39195617113,1,2,3
dimension,22.6098200907,5.48554280672,1,2,3
dasit mane,22.5626727981,3.91024469391,2,5,7
schlag,22.5591096649,5.64858483375,1,2,3
jmabate,22.5458647751,3.14516116105,3,6,9
robnu,22.5169761884,4.40814489241,2,4,6
walkrofsky,22.4445642931,3.6826379929,2,4,6
damp,22.4350196777,4.27659079116,2,3,5
banana fiend,22.4029054514,4.97439431407,1,2,3
silentknight,22.3963231402,4.53845669734,1,4,5
dankpank,22.3959662992,3.09409696258,4,7,11
tmakk,22.3675843646,2.95662859721,5,8,13
midgetto,22.3518370078,3.91924159839,3,4,7
mortech,22.3484309671,3.81263599327,3,5,8
xiivi,22.3195834508,3.11350719059,5,7,12
chiefreaper,22.3061587368,5.36519924366,1,2,3
yakal,22.2950630033,5.45881954507,1,2,3
dr. grin,22.2950630033,5.45881954507,1,2,3
superkirby,22.2628403412,5.37999956699,1,2,3
shasta,22.1955803154,5.07941061826,1,2,3
stew,22.1859555575,3.35312472311,4,5,9
boogie!,22.1626309484,3.55121615963,3,5,8
capsui,22.1598170777,5.53610295583,1,2,3
elmustachio,22.1428206537,5.28728445604,1,2,3
castaway,22.1135108422,5.63313169905,1,2,3
firefly,22.0832446758,5.52720444839,1,2,3
flare,22.0738376453,5.55336859451,1,2,3
hbrw-hammer,22.0696857207,5.17684579369,1,2,3
zarc,22.0377862324,5.36833885926,1,2,3
squible,22.0239874865,3.518494933,3,4,7
r.o.m.,22.0128787597,5.554682334,1,2,3
spt,22.0052203535,5.52903520153,1,2,3
sadu,21.9559792197,5.59457975533,1,2,3
zad,21.9070704181,3.40279419871,3,7,10
chai,21.8985480648,7.01618057864,0,1,1
malkasaur,21.8970233354,7.00839318003,0,1,1
scruffy mcwonder crumpet,21.8759699486,5.34615935173,1,2,3
blisstex,21.8642622165,4.34920945869,2,4,6
mr_sharpie93,21.8403664208,5.36966362332,1,2,3
mulkster,21.7904849304,5.33558898091,1,2,3
evals,21.7327747782,3.49409295776,3,6,9
trevman,21.7074057939,5.17842140613,1,2,3
burnt out ninja,21.6867950646,5.49425252058,1,2,3
fawnco,21.6867950646,5.49425252058,1,2,3
hungrybox,21.6860773411,5.47985703048,1,2,3
leet,21.6651871705,5.53367073128,1,2,3
jaws,21.6304666756,5.16163626235,1,2,3
evab,21.5855008588,5.46498187956,1,2,3
mourin,21.5575334011,3.68268955306,3,6,9
yaron,21.5487917808,3.73260058213,1,6,7
maestro,21.5424663615,5.48103394783,1,2,3
zombie!,21.5047657545,5.52858492613,1,2,3
jirachinick,21.5047657545,5.52858492613,1,2,3
k-man,21.5047657545,5.52858492613,1,2,3
dhir,21.5047657545,5.52858492613,1,2,3
zwephy,21.5047657545,5.52858492613,1,2,3
eggmcmuffin888,21.5047657545,5.52858492613,1,2,3
nathansandwich,21.5047657545,5.52858492613,1,2,3
kossismoss,21.5047657545,5.52858492613,1,2,3
giraffe,21.5047657545,5.52858492613,1,2,3
anathema,21.5047657545,5.52858492613,1,2,3
drlight,21.5047657545,5.52858492613,1,2,3
gumbolaya!,21.4928983443,5.12659455688,1,2,3
thenuge,21.4917968153,3.54688837843,3,5,8
godspeed,21.4138774868,3.07775550878,4,7,11
drewskii55,21.4121457178,5.11850231436,1,2,3
