player,mu,sigma,wins,losses,sets
gallyg,19.7211268474,6.21844109751,0,2,2
tallyshell,19.6468003922,4.79883485272,1,3,4
seantos,19.6417501716,3.09053681723,4,10,14
dmolz,19.6269438817,3.92874887603,1,6,7
husker,19.5931033516,4.26936986944,1,5,6
turtlpower,19.5863016892,6.35928386871,0,2,2
bogmyer,19.5857798245,4.35947821229,1,4,5
luwolf,19.5844892736,6.20840631123,0,2,2
acestarthe3rd,19.5772004683,6.41778962929,0,1,1
iacme,19.5507551047,6.00570146008,0,2,2
dude,19.5026638594,6.91123888483,0,1,1
multiball,19.4739068198,3.24592710128,3,8,11
elu,19.4268137883,3.95635840604,2,6,8
general1712,19.4206353327,4.70309214547,1,5,6
jose,19.3900010576,6.56882410874,0,1,1
squallette,19.2587328724,6.38618672098,0,1,1
missingn0,19.2450213778,6.11511688484,0,2,2
bear,19.2370196838,4.23425593954,1,4,5
nagurnimaster,19.2343577323,6.23400172038,0,2,2
twunt,19.1742161206,4.68545163478,1,4,5
jad,19.1399526773,6.42812648465,0,2,2
mariokartmoney,19.1263628643,4.93003836048,1,4,5
kobra,19.0906594211,4.89608178096,1,4,5
magnus combosen,19.0710020629,4.76836714906,1,4,5
mello,19.0537350268,6.60544666513,0,2,2
maximum can,19.03388571,6.29917382393,0,2,2
esmod,19.020145015,6.53300247209,0,2,2
da_bear,19.0028728103,6.87267909617,0,1,1
bonerstorm,19.0028728103,6.87267909617,0,1,1
rf!,19.0028728103,6.87267909617,0,1,1
milleneum,18.9914016863,4.29511822057,1,4,5
duck chris,18.991102856,6.52889642219,0,2,2
sabo,18.9895447961,6.83048033888,0,1,1
scootieloo,18.9073173409,6.08773885152,0,2,2
jgin,18.8687596805,5.9705800501,0,2,2
jackmehoff,18.8591029525,6.01536787408,0,2,2
refriedjeans,18.8542631408,6.81028010861,0,1,1
stdangerous,18.8357892093,6.22895473857,0,2,2
brendanhall,18.7970867362,6.54992705426,0,1,1
pugdaddyfre$hlyfeogg*flva,18.7582594816,6.34066418816,0,2,2
pilot,18.7550467167,6.63971746947,0,1,1
urpasmash,18.6892117664,6.49071121113,0,2,2
broonz,18.6771715936,3.28800331675,3,8,11
spicky,18.6582839024,6.7839920662,0,1,1
fish,18.644655946,6.47450021445,0,2,2
minusev,18.5904361491,6.45647829037,0,2,2
pidgezero_one,18.5806217981,3.49982244311,2,7,9
tbone,18.5774730416,6.29260400231,0,2,2
kl3an,18.5588529466,6.38820575423,0,2,2
lukem,18.5226291324,6.70750544893,0,1,1
youtwo,18.4585701402,6.47051486517,0,2,2
lloyd-black,18.4380724999,3.37206774755,2,8,10
bus,18.4033731809,6.21857036024,0,2,2
master jay,18.3790600321,6.39548886025,0,2,2
tydye,18.3703722499,6.39112782487,0,2,2
charlie harper,18.341005986,6.3852507322,0,2,2
whitegrizzly,18.321642546,6.02218472055,0,2,2
quinceprince,18.32105969,6.2418644638,0,2,2
nokto,18.3054970617,6.2492609539,0,2,2
big tone,18.2782668002,6.40674489183,0,2,2
albinosaurus,18.2596986996,6.14695225398,0,2,2
blues,18.2561780739,4.81594315439,1,4,5
putpasswordhere,18.2171141797,4.78960947374,1,4,5
avian,18.2135081597,6.35266839978,0,2,2
swerve,18.1949339371,6.34816881003,0,2,2
jesusisking,18.1797671348,6.12566703695,0,2,2
tylenol jones,18.110103572,6.32861787932,0,2,2
aerodet,18.1062489958,6.1910746538,0,2,2
starcutter,18.078370117,6.20432197443,0,2,2
sfat,18.0583866265,6.30932802208,0,2,2
instacover,18.0500741902,6.31453002242,0,2,2
warmachine1919,18.0428187692,6.46387437135,0,2,2
fen,18.0280431471,4.35906342505,1,5,6
electricgazelle,18.0054623606,6.70491637149,0,1,1
hero,18.0031787494,6.30456695442,0,2,2
yam$,17.9980023599,6.32119878345,0,2,2
dennysgrandslambreakfast,17.9980023599,6.32119878345,0,2,2
zarfon,17.9980023599,6.32119878345,0,2,2
drhino,17.9980023599,6.32119878345,0,2,2
akiva,17.9980023599,6.32119878345,0,2,2
jpoptosis,17.9980023599,6.32119878345,0,2,2
duckpimp,17.9980023599,6.32119878345,0,2,2
snack?,17.9980023599,6.32119878345,0,2,2
laugh,17.9980023599,6.32119878345,0,2,2
astropancakes,17.9980023599,6.32119878345,0,2,2
lights,17.9816499173,6.29750892389,0,2,2
alex,17.974994974,6.29057190604,0,2,2
turtle,17.9620315943,6.05749932673,0,2,2
beaver,17.958835544,6.31200221875,0,2,2
sunkin,17.9422599369,6.28362483847,0,2,2
austntatious,17.9417075172,6.10062641597,0,2,2
wolfcry,17.9230213746,6.16381175236,0,2,2
pigwick,17.9085248734,5.83873928228,0,2,2
nfreak,17.8490765439,6.28467902917,0,2,2
maxi,17.8471382488,6.27199149472,0,2,2
holosly,17.8405629898,6.27988339032,0,2,2
ebay,17.8359797122,6.26745356674,0,2,2
jojohnson,17.8270005524,6.29388615473,0,2,2
5000candlesinthewind,17.8270005524,6.29388615473,0,2,2
jfm,17.8270005524,6.29388615473,0,2,2
oljace,17.8270005524,6.29388615473,0,2,2
flash,17.8270005524,6.29388615473,0,2,2
giggitoxin,17.8270005524,6.29388615473,0,2,2
harmless,17.8270005524,6.29388615473,0,2,2
legoman,17.8270005524,6.29388615473,0,2,2
tuna,17.8270005524,6.29388615473,0,2,2
armor,17.8270005524,6.29388615473,0,2,2
black rob,17.8244845934,6.26609822148,0,2,2
mrryanness,17.8012990057,4.75126295633,1,4,5
nadamoor,17.7933081784,6.27484080414,0,2,2
shug,17.748584052,3.76570367541,2,6,8
fs shampoomaster,17.6746083375,6.23169220719,0,2,2
liam_butler,17.6673384456,6.26628461383,0,2,2
matt47,17.6673384456,6.26628461383,0,2,2
goomah,17.6664063144,6.2360574715,0,2,2
meowmix,17.640951491,6.34955791874,0,2,2
uncle onion,17.6088232344,6.2344399148,0,2,2
caleb,17.6083858438,6.14425438923,0,2,2
gambit,17.5381058359,6.04022060431,0,2,2
xlax,17.5183812826,4.72722994877,1,4,5
blank,17.5157993115,5.9797827329,0,2,2
dr. light,17.4910590158,6.18783902128,0,2,2
kevorkian,17.4864699669,3.66655834523,2,8,10
kieuarty,17.4561711102,6.17694174482,0,2,2
mechanicalmarine,17.4443234559,6.30506645139,0,2,2
magfmur,17.4412025514,5.99671252336,0,2,2
scraggus,17.4387726719,6.18889517073,0,2,2
thegoat,17.4077002079,6.29921052072,0,2,2
levity,17.3906834127,6.18744334256,0,2,2
spammalanche,17.3839569334,5.71038817229,0,2,2
draxsel,17.358477432,6.16091093994,0,2,2
jerzilla,17.3191200022,6.0827600164,0,2,2
frogge,17.3106243437,5.7958894936,0,2,2
rodan,17.2927368247,5.76880439345,0,2,2
rockmix,17.2701355939,5.93191792771,0,2,2
juan doe,17.2595814724,6.26664430641,0,2,2
bozz,17.2550251036,6.269075413,0,2,2
awesomethesauce,17.2356560356,6.07607539814,0,2,2
sad,17.2337277143,6.26559255122,0,2,2
drill,17.2305372522,6.25854023277,0,2,2
jobook,17.2263344789,6.25825537996,0,2,2
4 phri,17.2235887762,6.2635158315,0,2,2
fig,17.2100443671,4.23660096954,1,5,6
marfslayer 3000,17.1573329149,6.26923433457,0,2,2
katiebug (sfk),17.1368385314,6.05825628019,0,2,2
sianvar,17.1295386788,6.07090991585,0,2,2
amaya,17.120377916,6.24601280341,0,2,2
lunchy,17.0699686222,6.08232004122,0,2,2
superduperfanofboom,17.0516014721,6.22387436003,0,2,2
werewyatt,17.0342863209,3.98897117378,1,5,6
lonk,17.0073866723,6.02726524418,0,2,2
kayo,16.9847071864,6.21981855558,0,2,2
tarn,16.9557330379,5.80970065648,0,3,3
rocktimus crime,16.9435948502,4.91947414791,0,5,5
redwolf,16.9338774599,5.78770333991,0,2,2
sven stormbeard,16.9273178368,6.23983584333,0,2,2
riseup93,16.9273178368,6.23983584333,0,2,2
shadow light master,16.9273178368,6.23983584333,0,2,2
dd,16.9273178368,6.23983584333,0,2,2
skubtard,16.9273178368,6.23983584333,0,2,2
red,16.9273178368,6.23983584333,0,2,2
yuxminato,16.9273178368,6.23983584333,0,2,2
muthaluva777,16.9273178368,6.23983584333,0,2,2
sambook,16.9273178368,6.23983584333,0,2,2
grraffe,16.9273178368,6.23983584333,0,2,2
bean,16.9273178368,6.23983584333,0,2,2
irish,16.9273178368,6.23983584333,0,2,2
heisenberg,16.9273178368,6.23983584333,0,2,2
ferrero64,16.9273178368,6.23983584333,0,2,2
digital cannon,16.9273178368,6.23983584333,0,2,2
d-tek,16.9273178368,6.23983584333,0,2,2
waffles,16.9273178368,6.23983584333,0,2,2
zombieheart84,16.9273178368,6.23983584333,0,2,2
myk,16.9273178368,6.23983584333,0,2,2
j,16.9273178368,6.23983584333,0,2,2
zurdo,16.9273178368,6.23983584333,0,2,2
miles,16.9273178368,6.23983584333,0,2,2
sharktoast,16.9273178368,6.23983584333,0,2,2
sleeh,16.9273178368,6.23983584333,0,2,2
mr.e [rohr],16.9273178368,6.23983584333,0,2,2
ubll black mage,16.9273178368,6.23983584333,0,2,2
qk shkz,16.9273178368,6.23983584333,0,2,2
benbook,16.9273178368,6.23983584333,0,2,2
aperture,16.9273178368,6.23983584333,0,2,2
sfgman,16.9273178368,6.23983584333,0,2,2
atari,16.9273178368,6.23983584333,0,2,2
searcher,16.9273178368,6.23983584333,0,2,2
aubfox,16.9273178368,6.23983584333,0,2,2
kezzup,16.9273178368,6.23983584333,0,2,2
monk,16.9273178368,6.23983584333,0,2,2
rickter_scale,16.9273178368,6.23983584333,0,2,2
azzy,16.9273178368,6.23983584333,0,2,2
theycallmechris,16.9273178368,6.23983584333,0,2,2
voidstar,16.9273178368,6.23983584333,0,2,2
hyperbole,16.9273178368,6.23983584333,0,2,2
fs mook,16.9273178368,6.23983584333,0,2,2
deku,16.9273178368,6.23983584333,0,2,2
themickeynick,16.9273178368,6.23983584333,0,2,2
umi,16.9273178368,6.23983584333,0,2,2
jazz,16.9273178368,6.23983584333,0,2,2
hail_sagan,16.9273178368,6.23983584333,0,2,2
scuttlebug jamboree,16.9273178368,6.23983584333,0,2,2
uh what,16.9273178368,6.23983584333,0,2,2
beekle,16.9273178368,6.23983584333,0,2,2
paper tiger,16.9273178368,6.23983584333,0,2,2
raxcity,16.9273178368,6.23983584333,0,2,2
thac0,16.9273178368,6.23983584333,0,2,2
grunyan,16.9273178368,6.23983584333,0,2,2
edwin...,16.9273178368,6.23983584333,0,2,2
sunshine,16.9273178368,6.23983584333,0,2,2
smashlopez64,16.9273178368,6.23983584333,0,2,2
phalanx,16.9093882126,6.20923233147,0,2,2
m2cain,16.8917944753,6.20916135901,0,2,2
bunnyblast,16.8822801378,6.20385470448,0,2,2
da bear,16.8812761375,6.06876330157,0,2,2
blizz,16.865327086,6.19888552083,0,2,2
mookie,16.8580758398,6.18930539343,0,2,2
russellsprouts,16.8464471672,5.31227130459,0,4,4
rabizkoshik,16.8426869985,4.44375782152,1,5,6
louieg,16.8356845095,5.90330272919,0,2,2
dk dredd,16.7761720308,5.93345080588,0,2,2
karl,16.6989346205,5.54304228755,0,3,3
iamlazee,16.696235966,5.77536098107,0,2,2
charlie,16.626441672,5.82863506371,0,2,2
colt,16.6196458199,6.16564338099,0,2,2
scott,16.5992027472,6.1532346497,0,2,2
scaryman,16.5975650625,3.92569260291,1,6,7
mikeyg,16.5700072487,5.890521247,0,2,2
bc_burns,16.5383659216,6.12783790491,0,2,2
hashi,16.5372239865,5.86838789476,0,2,2
oxycontin,16.5203068495,3.35229588792,2,7,9
showtime,16.5143839462,5.93526576755,0,2,2
curiousplaces,16.4946314178,5.98428371546,0,2,2
robslabgod,16.4755336938,5.63897775284,0,2,2
pvc,16.400476286,5.99329902216,0,2,2
papa,16.3761193681,5.26067236911,0,4,4
mike4real,16.3699266321,5.81680290168,0,2,2
nyani,16.3397594719,5.85967955801,0,3,3
sam,16.3381578045,6.13084543509,0,2,2
fumofuu,16.3030542888,5.91672443964,0,2,2
dunos_,16.2878779255,5.97763085216,0,2,2
kraken,16.2658891577,5.86023295168,0,2,2
polarbair,16.2621781536,6.13412271997,0,2,2
jame,16.2618344053,6.12535137501,0,2,2
juno,16.2311025997,5.97438046955,0,2,2
b vu,16.2020407999,5.76091243501,0,2,2
recneps,16.1322664317,4.00940667163,1,7,8
yung god,16.085444764,6.08376265746,0,2,2
noelkitten,16.0288009988,5.69217195777,0,2,2
codytappen,15.9983811971,5.62916430069,0,2,2
thedarkdreamer,15.8117426471,6.01673635797,0,2,2
bulldog,15.7875607058,6.01539646542,0,2,2
thissideup,15.7356623074,5.74691500501,0,2,2
ohhhbreezy,15.6702363045,3.92484122059,1,6,7
fmax,15.6571819918,5.57142233693,0,4,4
ceephax,15.6421373773,5.79299171216,0,2,2
tweli,15.607098272,5.97659921269,0,2,2
jet fuel,15.4976218862,3.81393280626,1,7,8
bennyboy98,15.4933695031,5.82064315945,0,2,2
kohenbro,15.4047986868,4.99951426716,0,5,5
failcant,15.357851223,5.8152051293,0,2,2
sweaters,15.3576121017,6.06819483028,0,2,2
abc,15.3337272677,5.91471399227,0,2,2
foxnard,15.3071677446,5.82377275518,0,2,2
ejmp,15.2599305411,5.67318032971,0,2,2
jackkenney,15.2179214176,5.59471936161,0,2,2
cr0ak,15.1875993065,5.90448236514,0,2,2
vondo,15.1580492309,4.50349728494,0,6,6
thisisgettingold,15.115537955,5.93072884891,0,2,2
tanuki,15.1114595287,5.7501719578,0,2,2
ryden hope,15.0465713965,5.70803561869,0,2,2
nikku,15.0008886257,5.85921244623,0,2,2
ppdmd,14.9247578391,5.84013101842,0,2,2
dr-wumbo,14.9067404896,5.47094916165,0,2,2
falln,14.9042212245,5.66942780539,0,2,2
adulix,14.894363068,5.00342255587,0,5,5
neph_girl,14.8681521042,4.29337799099,0,7,7
deep dimples,14.827565824,4.53563174687,0,5,5
djltheescapade,14.7834183395,4.94007254972,0,5,5
nardwell,14.6555827789,2.79192720369,2,17,19
sugaaku,14.4458284627,5.37156501497,0,4,4
dr gibs,14.3419443148,4.69367585186,0,5,5
elrond,14.2988052195,4.1880909207,0,7,7
phex,14.2801438421,5.31669686301,0,4,4
mjim,14.203268616,4.48279087284,0,5,5
link,14.1665568654,5.7580728291,0,2,2
cat,14.0798507803,4.75028887024,0,5,5
jpeghero,13.9960615928,3.73660658896,1,8,9
jedisalazar,13.9563316473,4.95829803815,0,4,4
whiz kid,13.9245818139,5.20699171284,0,4,4
2%gay,13.6517742621,4.95455402708,0,6,6
paul d,13.5849771191,5.21767976443,0,4,4
jeremy,13.5789458536,5.06969480161,0,4,4
nnaughtydogg,13.542532342,4.34848522876,0,6,6
shwang,13.3686879443,4.6571491862,0,6,6
bung0o,13.3629825334,4.50908500892,0,6,6
bagel,13.3436736534,4.48712160472,0,6,6
tehz,13.2437424562,4.69593086243,0,6,6
jonnjonn,13.1448857633,4.64436017747,0,5,5
blanco mano,12.8580337922,4.39617992678,0,6,6
golfclubninja,12.4563634614,4.61116264315,0,8,8
jimbot,12.3978743461,4.4356824385,0,7,7
