player,mu,sigma,wins,losses,sets
foxnard,29.9078552746,3.70901055648,3,3,6
hg-swizzlesnacks,29.9052010625,3.30934307419,6,4,10
ten,29.9039029038,2.15496763909,11,11,22
941,29.9016223016,3.99875901617,4,2,6
southballz,29.8986291103,5.04201063656,2,2,4
remioli,29.8864558291,3.1482260907,7,4,11
paintman,29.8798792119,2.87280366568,7,5,12
wonder,29.8793542521,4.1809611055,4,2,6
saba,29.8777788276,3.10252941711,6,5,11
ch0ice,29.8672859819,4.73525066521,3,2,5
fooly,29.8647057946,3.59964685631,3,3,6
nard dogg,29.864676521,2.35502754129,13,7,20
odderon,29.8611665783,3.86295975476,3,3,6
irs,29.8606588798,2.99092026169,8,5,13
jp,29.8587420475,2.93351550161,6,7,13
sebovich,29.8499768647,3.89909283174,5,3,8
tauvalian,29.847244123,4.52934629405,3,2,5
purple sku,29.8472168667,4.28064051686,3,2,5
xyk,29.8460681099,4.65146758179,2,2,4
nomad,29.8420188938,2.57003642194,7,6,13
smirked,29.8392793914,3.45281940951,5,4,9
slik,29.838998117,4.26040660705,4,2,6
2dollarslices,29.8356333755,4.38375711418,3,2,5
lahti,29.8276665521,4.08975902711,3,3,6
veggietales,29.8258937832,4.26289935906,3,2,5
bbc,29.8242685265,4.48477925335,3,2,5
keo,29.8229076073,3.37973252827,6,4,10
fliinchy,29.8223145365,3.74485393323,4,3,7
kyza,29.8215410546,3.95882245027,4,2,6
shmeetah,29.8205347724,3.70710423051,4,3,7
grim,29.8204394132,2.87876123929,6,6,12
fancey,29.8180950892,3.98662144179,4,2,6
redcoat,29.8159156665,3.57134235463,4,3,7
kelly,29.8153986933,4.32278524015,3,2,5
5-1,29.813191368,1.99750391593,14,10,24
risen,29.8130079859,3.35563911123,4,3,7
docmo,29.80510595,4.41968115391,3,2,5
lldl,29.8043022016,4.21128912264,3,2,5
orange,29.8015153163,4.88809947194,3,2,5
jiggy,29.8004146189,4.18981270417,3,2,5
konati,29.7969776927,3.13598351576,6,5,11
stereotypicalmexican,29.7952371726,4.26891882814,3,2,5
leet,29.7942462093,3.48466282764,4,3,7
jib,29.7913509885,1.82335322412,19,14,33
timpz,29.7878839023,4.3583023981,2,3,5
c-bass,29.7876134984,4.16631276901,3,2,5
cobby,29.7796064878,4.21421086808,3,2,5
dracula,29.7793197796,4.38994890406,3,2,5
valioes,29.7779081899,4.29739039517,2,2,4
draz,29.7762975569,4.5252466575,4,2,6
heartbreaker,29.7755746929,4.2518357909,2,2,4
jbluray,29.7742037208,4.12926796641,4,2,6
toodee,29.771934648,4.59837028825,3,2,5
ctm,29.7712591363,3.06427134586,6,5,11
kape,29.7692962474,3.06362128358,7,4,11
suezo,29.7672008924,2.4611479198,10,8,18
pots,29.7639712249,3.13124487834,6,7,13
pimp jong illest,29.7619835989,2.84058805989,7,6,13
shadow,29.7591243732,3.99962971174,3,2,5
big t,29.7571344728,4.75564513889,2,2,4
duo,29.7565386614,3.48362520964,4,4,8
rfs | | the  cheat,29.7530111493,4.35145907437,3,2,5
anthony,29.75134247,4.22326004605,3,2,5
dzd,29.7511072286,4.35814595264,4,2,6
drew2king,29.7508419064,3.12544397773,5,5,10
hive,29.7506437396,4.03200946669,2,2,4
typhoon,29.7492785364,4.12649999275,4,2,6
gus,29.7318521876,4.25340160427,3,2,5
eradicator,29.7294250501,3.19686528661,5,4,9
issi^,29.7293266109,2.98924226658,8,7,15
krut,29.7235337153,4.23912181759,5,2,7
ego,29.7158535683,4.71317694049,3,2,5
nintendoking,29.7118216621,3.55506072679,3,3,6
brandingo,29.7106406121,4.52155858213,3,2,5
jakx,29.7043443672,4.58282757172,3,2,5
haiyaku,29.702742388,4.09751684269,3,2,5
rusty shacklefurd,29.7004979646,2.78826436279,6,5,11
mongoose,29.6862545705,2.25009052132,11,8,19
blueguy,29.6832445616,4.39799392802,3,2,5
zeppx,29.6818891776,3.32491113976,6,5,11
munch,29.6715299448,3.18394608711,5,4,9
macgruber,29.6638596147,3.91627364964,5,3,8
dain bramage,29.6628687381,3.34985132355,5,4,9
k,29.6560770514,1.9827507787,12,13,25
answer,29.6490081239,3.33402666364,6,4,10
ringedge,29.6486990383,3.38705475483,3,3,6
tehpinkemobunni,29.6467891665,2.63453671209,9,7,16
memory,29.6386279209,3.88507704909,3,3,6
thebigopness,29.6369511326,4.40870813848,3,2,5
mt. crushmore,29.6272855371,4.523887689,2,2,4
ghidra,29.6271675378,4.2123036236,2,2,4
tippered,29.6264407463,4.30520721151,3,2,5
2shotko,29.6248277695,3.37665489713,5,4,9
tee knock,29.6248126923,3.28387759135,5,4,9
pusheen queen,29.6184241127,4.78493411086,2,2,4
goo,29.6126802034,4.46441483825,3,2,5
thecivilyoshi,29.6094266438,2.96052950799,6,5,11
kwik,29.6050901079,4.32009892943,3,2,5
dannypaguiao,29.604657158,4.3599435698,3,2,5
fancy,29.602258357,3.0934903915,5,4,9
grabsomeeyes,29.5888882637,4.75600866295,3,2,5
hert,29.5841313426,5.29423046587,3,2,5
sudo,29.5783844348,3.92915522992,4,2,6
hrctypo,29.575572837,2.88600885278,7,6,13
killablue23,29.569283155,2.55711220112,9,7,16
gh0st,29.5686152303,3.42151399714,5,4,9
yeroc,29.5613556319,1.88276170343,14,15,29
one_trickpony,29.5611564545,4.3349322479,2,2,4
ryko,29.5568522084,3.43911677006,5,4,9
kestrel,29.5540078993,4.4383629222,3,2,5
pikablu,29.5501760144,4.2582350755,3,2,5
mind assassin,29.5483401628,2.60170823141,7,5,12
grandma's cleavage,29.5294518431,3.45833865223,4,4,8
ron paul,29.5272923143,3.6364611845,4,3,7
kore,29.5257838796,4.01317055663,3,3,6
emil,29.5237857801,2.65273095444,8,6,14
zamma,29.5232027521,4.24156231804,4,2,6
lots,29.5210818313,4.42346758864,2,2,4
kamiyazaki,29.5196322171,4.14452852561,4,2,6
enemy,29.5184736552,4.86296367775,3,2,5
don,29.5163416027,4.128889109,4,2,6
matthijs,29.5108573573,3.13586663144,5,4,9
rob$,29.5061402343,4.71368013113,3,2,5
death arcana,29.5040671032,3.12572710794,6,4,10
wndy,29.5034263835,2.08579785823,13,10,23
marquee,29.5026288529,4.42898157201,4,2,6
kvn,29.4996591137,3.17135168789,6,6,12
cwhit,29.4872228454,5.53005211141,1,1,2
forerunner,29.4868794365,4.86242928249,2,2,4
ozumi,29.4853902981,4.41203853561,3,2,5
magikarp,29.4852509844,4.34505598355,3,2,5
mr. manager,29.484412242,4.46254464953,3,2,5
travioli,29.4821473143,3.48754291447,3,4,7
lion,29.481233347,3.18440143321,6,5,11
burnt out ninja,29.4795987474,4.25606817444,3,2,5
spy,29.4794682755,4.34281679405,2,2,4
joel,29.4763323776,4.46651894907,3,2,5
narps,29.4744745879,3.86273300291,4,2,6
nuckels,29.4687916132,4.30274174139,3,2,5
ambisinister,29.4652223445,3.53512891646,4,4,8
wobbaduck,29.4627313195,4.19552630954,2,2,4
bun,29.4599346695,4.74669886325,3,2,5
raisin,29.4553728096,4.17330510379,4,2,6
dublin,29.4501307096,5.08666733185,3,2,5
karils,29.4464444146,3.49104638477,5,4,9
beanwolf,29.4453960621,4.461251525,3,2,5
darkgenex,29.445003525,2.33540547122,12,8,20
kuhls,29.4447517712,3.85802772147,5,3,8
schmep,29.4396100185,4.16113906915,4,3,7
reggie,29.4342105379,4.36643124041,3,3,6
elu,29.4276998277,4.49808244343,3,2,5
gimr,29.4212847298,4.60220303075,2,2,4
wawa,29.4186547227,2.9924907578,6,6,12
roma,29.4180317428,3.29656926452,6,4,10
kickpunch,29.4160874338,4.16546758872,3,2,5
toastrider91,29.414037573,4.45046654492,2,2,4
hotline,29.4098488823,3.7530812472,4,3,7
nala,29.3986506806,4.13024071061,3,2,5
joanna dark,29.3976598361,2.47490103305,11,8,19
big d,29.3959650956,2.81597805456,7,5,12
uncle onion,29.3957302793,4.45555042213,3,2,5
lildemon,29.3949715023,4.04704744421,4,2,6
davemon,29.3890504126,3.42015997322,5,3,8
king potato,29.3760867169,3.08122817627,7,6,13
b vu,29.3710293368,4.34637640838,2,2,4
magitech,29.3697642746,4.19466776605,3,2,5
kratos,29.3628281541,3.07991810328,6,4,10
mithos,29.3615272633,4.49741958376,1,2,3
mexx,29.358549325,4.80518989994,3,2,5
saucytho,29.3558408882,4.63581891874,2,2,4
bluefalcon,29.3514209183,3.47600997348,5,4,9
tenwa,29.3407764393,3.40986088458,7,4,11
koschka,29.3388486988,4.46046200393,3,2,5
ooshii,29.3386324044,4.32088181624,3,2,5
50 quid,29.3379909885,4.22812505074,3,2,5
greenwalk,29.3376614645,2.50974671103,11,7,18
eight oh eight,29.3355073749,3.00278563644,7,4,11
socks,29.3302407408,4.3438899175,4,2,6
alliecat,29.3266772702,2.35829632837,13,8,21
thimo,29.3233513056,4.52740772946,3,2,5
egman,29.3218097914,4.5826356173,2,2,4
dansofree,29.3209285777,4.28310031684,3,2,5
sheep,29.3195837348,1.72449882248,18,17,35
freessbm,29.3144764001,4.31362105682,3,2,5
ansuke,29.3144188184,3.11461831436,6,4,10
jopri,29.3132000831,4.61764064796,3,2,5
sapoc,29.3027690604,3.86897929034,5,3,8
hunt,29.294162256,1.83601056323,16,14,30
dreams,29.291737371,3.2732134988,6,4,10
null,29.2768695127,2.76617911197,6,6,12
seabass,29.2760356195,2.13542994148,11,11,22
ludderix,29.2745181017,3.83736035791,4,3,7
wolfeye,29.268684615,3.18622724309,6,4,10
bagelz,29.2684220762,3.72614576378,3,2,5
drjwns,29.2683051773,3.52635593641,4,4,8
deku,29.2639109944,2.24094956428,14,8,22
jakpox,29.2607845297,3.01335836184,7,4,11
rpg,29.2574313448,4.67168047354,4,2,6
tonight we feast,29.2533989167,4.32530511987,4,2,6
slag,29.2516603958,3.12827034263,6,4,10
chaitea,29.2477623396,4.28531506936,3,2,5
citius,29.2434399897,3.72600551339,3,3,6
sabelan,29.2430514899,2.40585119839,12,8,20
kid fantastic,29.2410550444,3.98189202812,3,2,5
mrboffo,29.2376313128,3.90208717635,3,4,7
gunhaver,29.2310322486,2.95633361963,7,5,12
petery,29.2285502334,4.45625774145,3,2,5
krusty kurt,29.2268331528,4.6046817042,2,2,4
sonofashepherd,29.2267965712,4.76643963525,3,2,5
freky,29.2255583056,2.5367204071,9,9,18
hoogie,29.2223024674,3.68272346407,4,4,8
captain neckbeard,29.2213535204,3.98963962021,3,2,5
thomdore,29.2148769096,2.78897622948,10,7,17
manny2bukakke,29.2140441115,4.10962907909,4,2,6
bernz,29.2088414449,2.85541830872,7,5,12
mama's little baby,29.2011367399,3.4390342008,5,4,9
metallix,29.2000745633,3.70450442221,5,3,8
super fang chan,29.1949705331,2.67641913627,7,6,13
ahmad,29.1906571018,4.44055492145,2,2,4
locke,29.1885356381,3.99488058977,3,2,5
liva,29.1866916156,3.89163338015,3,2,5
sith lord sauce boss,29.1864486322,4.04763643906,3,2,5
notmitch,29.1828351058,4.10076529189,3,2,5
cronus,29.1762379895,3.5090390939,5,4,9
rileyreads,29.1710016547,4.64763334678,2,2,4
mcswanky,29.1703737512,4.64206752726,2,2,4
wonderbread,29.1700973291,4.42086257865,3,2,5
zhawntiger,29.1698715705,4.02254538232,3,2,5
spitzy,29.1690830941,3.67101530521,6,4,10
gman,29.1478670924,3.48413108673,5,4,9
jury,29.144168494,4.35568413004,2,2,4
triple c,29.1428851415,4.51866162974,3,2,5
relno,29.1397491133,4.33998277627,3,2,5
full metal jarod,29.1389547376,4.37709335839,2,2,4
charlie,29.1366410304,3.24815713876,4,5,9
kdbt,29.1365602704,4.78827425455,1,2,3
tas,29.132259976,3.85322203468,5,2,7
roko,29.1308979308,4.4704508332,3,2,5
krax_,29.1202654948,4.45655160923,3,2,5
phenoz,29.1135001958,4.34623853524,3,2,5
panduhz,29.1100744689,4.35441870797,3,2,5
luxy,29.1086021382,2.58402504956,9,6,15
dimsum,29.1067997567,3.49503332577,6,4,10
wisely,29.0998248769,3.54285465659,5,4,9
real dingoes,29.0995836793,4.05334140376,4,2,6
pog0,29.0990942529,3.18576287795,6,4,10
beefcake,29.0941597492,3.44793212874,5,4,9
kal-el,29.086484221,2.74857919941,8,7,15
drugfreechu,29.0846978784,2.73094083611,6,5,11
homestar,29.0817204561,4.12202814719,4,2,6
kenpachi,29.0786257115,2.23777354163,8,11,19
rooster,29.0760381928,2.10059399423,12,11,23
ybot,29.0749923801,3.21698573169,5,3,8
citizen snips,29.0746113646,3.36715606129,5,4,9
zemcitrus,29.0681780997,3.31220763028,6,4,10
juna,29.0676905976,3.47022345272,3,4,7
xanmor,29.0575647538,3.81933736476,4,3,7
quantum_x,29.057511678,4.77910503644,2,2,4
marlwolfe,29.0539191314,4.42134914682,3,2,5
sebson,29.0504036164,3.05129192533,7,6,13
akt,29.0499810425,4.45132093334,3,2,5
dax,29.0496190859,4.21908841939,3,2,5
scoopy,29.0475782931,3.06207715846,7,4,11
kfj,29.0451799889,3.68031461879,4,3,7
2 johns,29.0446935042,4.04292954054,3,3,6
sway,29.0446096467,3.64271698507,3,3,6
fizzi,29.0434050831,2.45959797692,10,8,18
akiva,29.0416895805,3.20776530501,5,4,9
mr.watchandlearn,29.0407165461,3.392484832,4,4,8
sealand,29.0360743274,4.3159807083,3,2,5
el pollo flaco,29.030063667,4.47450102004,3,2,5
hea7,29.0271217144,4.52302441006,3,2,5
seal,29.0253758119,1.95911081949,12,11,23
mw,29.0205992084,4.69185647531,2,2,4
jesus,29.0193441234,2.87997285859,7,6,13
matticus,29.0163989855,4.62685456631,2,2,4
omadon,29.0149102697,4.1428088557,4,3,7
hara,29.0111471503,4.23412595334,4,2,6
glaikit,29.0103220651,2.83302056405,7,6,13
yohobojoe,29.0054193505,4.02163039976,4,3,7
mf mike,29.0035667514,4.47513872565,2,2,4
panic,29.001679299,2.49802255911,9,8,17
starman,29.0011155204,4.50754391822,3,2,5
childishsensei,28.9991549313,4.26291401442,3,2,5
polar,28.9932445989,4.2969010749,3,2,5
reslived,28.9895950852,3.63540356768,3,4,7
shlomer,28.9862695736,4.27720897215,3,2,5
ders,28.9790776509,3.49461912262,5,4,9
macintosh,28.9772643266,4.41951752707,3,2,5
andonuts,28.9754574315,3.22599884236,6,4,10
orbit,28.9646856981,4.53154585415,2,2,4
treble,28.9622248263,3.16850463206,5,4,9
genoblast,28.9589861836,2.92044953365,5,5,10
asuka!,28.9576809238,4.42625674355,3,2,5
thef,28.9548105571,4.401032544,3,2,5
babybird,28.9511706898,4.35320637938,3,2,5
brizzy,28.9458961446,3.43079664496,5,4,9
capone,28.9458656181,2.60984843643,8,7,15
ewd444,28.9431420489,4.59193958005,2,2,4
wavy j,28.9415590232,4.16694372354,3,2,5
f.lux,28.9401385377,4.64669317859,4,2,6
breachin,28.9393160974,1.73949661578,17,14,31
renke,28.9390063225,4.60932431338,2,2,4
mgmg,28.9386413655,4.70442492445,2,2,4
wizard,28.9357668305,3.37582027107,6,4,10
krispysmooth,28.9356036613,5.19476369882,2,2,4
zan,28.9334800368,3.10803890311,6,5,11
vite,28.9326800593,3.6469471518,3,3,6
the yak,28.9273649508,3.93441631364,3,3,6
kev$,28.9263115104,4.1796976157,3,2,5
metric,28.9241506541,2.72382843524,7,7,14
tangmang,28.9218880684,2.81522339429,7,6,13
burlap,28.9216521028,4.30461228607,3,2,5
pip,28.9209100567,2.76289030665,8,6,14
1grabman,28.9202406787,4.28365960436,3,2,5
toa,28.9187754353,3.57906748997,7,4,11
yohosebastion,28.9152672293,4.51503214893,2,2,4
sir illiam,28.914963409,3.1250414082,6,5,11
cucco puffs,28.9116907579,3.78672657443,4,3,7
coda,28.9085651043,4.25135627034,3,2,5
smoe,28.908020683,2.47680683692,6,8,14
toy,28.9015325221,3.92710270612,4,2,6
ovenn,28.8977263383,4.5124554262,3,2,5
jerem,28.8945459827,3.62965886456,2,4,6
kunai,28.8941401425,4.06961744422,3,2,5
pureevil,28.8902497837,3.73284537329,2,4,6
light,28.8894393894,2.21120894966,13,11,24
gwabs,28.8885193785,4.38656148548,3,2,5
super,28.8868006767,3.45695091821,5,4,9
pokno,28.886334059,4.39146738507,3,2,5
eru,28.8843997853,4.69001920362,3,2,5
animeh,28.8830937526,4.28456133206,2,2,4
snivy102,28.8818797874,4.45699465678,3,2,5
k8a,28.8806666963,4.31467499618,3,2,5
slow,28.8802065228,4.43997926569,3,2,5
vomjom,28.8753757172,3.03618694729,6,5,11
jackie,28.8707032407,2.77458842531,10,6,16
xeno,28.8695123411,2.75206756558,6,6,12
tron,28.868727188,3.09879316668,5,5,10
bozo the fox,28.8683538986,5.23959202607,2,2,4
strega,28.8652813055,4.41294108031,3,2,5
yung bones villain,28.8651128225,2.87061068349,6,5,11
santa,28.8629774289,2.60939217938,9,8,17
kyo,28.8541083455,3.82032043306,3,4,7
truckasaurus,28.8539100978,4.31015956787,3,4,7
wheels,28.853604593,4.05417672227,3,2,5
hex,28.8513594283,3.03394939346,4,6,10
figment,28.8503905906,4.77800277494,2,2,4
disciple,28.8454026713,3.87381115793,4,4,8
iycewynd,28.8425772667,4.81434461471,3,2,5
goobershadow,28.8425328251,2.06345537711,13,12,25
g~man the cosmic destroyer,28.8387056502,3.88301590873,5,3,8
cniu,28.8298746151,4.33245415872,3,2,5
100 grand,28.82703569,4.63833890922,2,2,4
urbanlime,28.8235493411,3.5834857957,4,4,8
nth,28.8140722453,4.49013832301,3,2,5
sickolas,28.8089803427,4.26917618426,3,2,5
rebaz,28.8048309845,3.72736228919,4,4,8
trevman,28.8034936302,4.36485471378,3,2,5
para,28.8008517992,3.87459152724,3,3,6
zeta,28.7999307625,1.95865472224,16,14,30
cranberry,28.7944051944,4.62227656948,2,2,4
drinkingfood,28.7933952982,4.63971486589,2,2,4
jwalker,28.7901148298,3.50146258391,6,4,10
supahot,28.7895646796,4.58241854008,2,2,4
$nooze,28.7859036104,3.53271625871,5,4,9
tdp,28.7768343608,4.30231378046,2,2,4
sephyrate,28.775139277,3.94024051099,4,2,6
kneedoking,28.7731081662,3.9856539218,3,3,6
gosu,28.7719281315,3.09750927699,6,5,11
deep c. squid,28.7663508919,4.44253929838,3,2,5
dapper,28.7658406912,5.64790317696,2,1,3
phrigid,28.7642171183,3.33179275037,4,5,9
bottle opener guy,28.7595139437,3.5307052564,5,4,9
taze,28.7554536312,4.79887904078,1,2,3
marriott moy,28.7522887587,2.05607714049,11,12,23
nugget,28.7504281267,2.65015302685,9,6,15
c j,28.7492947437,2.97117444757,4,5,9
syphichan,28.7464322238,4.42520824891,3,2,5
dahl,28.7460708676,3.3710382652,7,5,12
parcheesy,28.7432807603,5.40660207222,2,2,4
dlos,28.741748246,3.54271112264,5,4,9
avarice,28.7414460979,4.57638222942,2,2,4
absolome,28.7368369773,4.46504802505,2,2,4
freeshampoo,28.7360585368,4.30575005576,3,2,5
seen,28.7347381383,4.38017638142,3,3,6
haffaz,28.7338976663,4.49057053509,2,2,4
dickey,28.732024518,4.86637073091,2,2,4
belgish,28.7308319174,4.98193305958,2,2,4
gaz!,28.7217865609,3.11528231244,5,6,11
neal,28.7209343571,4.25012966638,3,2,5
sir skaro,28.7201129742,3.42177715056,5,4,9
d. disciple,28.7189699136,2.31173392909,13,9,22
madman,28.7168036169,3.3994644274,6,4,10
wakka,28.7149108671,4.45229700969,3,2,5
p2thedr,28.7059116134,4.4452890399,3,2,5
thane,28.6998219483,4.00910754855,4,3,7
flerr,28.699052227,4.38287227577,3,2,5
jake peskin,28.697694793,3.15828337812,3,5,8
zbet,28.6953666356,3.90653759944,3,2,5
g pipes,28.6859051736,4.15063685347,3,4,7
x,28.6848670881,3.50590814166,5,4,9
noodleincident,28.6840644191,3.85503438232,3,2,5
halzyn,28.6810714794,4.4431574077,3,2,5
kilo2dxx,28.6798456954,4.39169071558,3,2,5
pants,28.6755430052,2.88759126249,7,6,13
unoriginal,28.6702606877,2.14935452989,12,12,24
trapsloth,28.6684925819,3.50888941737,4,5,9
schnurb,28.6667146012,2.47183934502,8,8,16
2shadez,28.665622049,2.0822963628,13,11,24
pdk,28.6639868974,3.45752142368,4,4,8
):,28.6604279784,3.13611668797,5,5,10
bair,28.6581634524,2.79696322431,7,4,11
sir z,28.6568794656,3.87395770624,4,2,6
yink,28.6550886092,4.24300603923,3,2,5
fathertime,28.6507305176,4.43853966318,3,2,5
daddy's milk,28.6474398894,2.99216959417,7,5,12
wryr,28.6363904694,4.48043568105,3,2,5
hoogsen,28.6355928752,4.69507665397,3,2,5
purps,28.6355557894,4.29382905823,3,2,5
klutzy klutch,28.6348723458,4.9463554375,2,2,4
jazzawockee,28.6327758031,4.45531380802,3,2,5
yami,28.6306907795,4.6191274019,2,2,4
soju,28.6297548879,3.18500143132,6,5,11
bevan,28.6258369491,3.37548931858,5,4,9
vt stickman,28.6219192482,4.1184794908,3,2,5
jagz,28.6149210335,4.66511652859,2,2,4
riff [harpster],28.6146156621,4.44352248079,3,2,5
isafestrafe,28.6126770303,4.46620032838,3,2,5
miqi,28.6111872633,4.32495225844,3,2,5
wok,28.6105445626,4.54805862196,2,2,4
nigo,28.606594072,4.8647357537,3,2,5
nair-b,28.6048269562,4.38428023339,3,2,5
chiefcherry,28.6033920537,4.43735706952,3,2,5
chrisrn,28.600130485,4.33596977041,3,2,5
cakeassault,28.5969979859,4.51995049981,3,2,5
yark,28.5935245826,4.48506845967,3,2,5
darkwolf,28.5923039618,3.83371732102,4,3,7
cubansandwich,28.5908476374,4.92433224204,3,2,5
thoobs,28.590068566,4.30393926244,3,2,5
seaghost,28.5886468901,2.2630888605,11,9,20
squeg,28.5863623951,3.81416122688,4,2,6
sass,28.5850512184,5.6880356262,2,1,3
iamcreditcard,28.584499034,3.48241517382,5,4,9
brail_l2k,28.5839517175,4.4764629891,3,2,5
jiichan,28.5806412942,3.81686781911,4,3,7
pinkfluffycuddlebunny,28.5769772869,4.41533739955,2,2,4
nb2,28.5762727267,4.37580605875,3,2,5
rudo,28.5755532692,3.56864373871,5,4,9
suntherion,28.5750830234,4.0909794534,4,3,7
red sheik,28.5724100357,4.27411935372,4,3,7
shk shk,28.5698812231,2.96449633995,7,5,12
zeal,28.5573552635,1.76366437562,19,16,35
batterybird,28.5537112803,2.94690999173,6,5,11
zuluking,28.5518373477,4.34949067409,3,2,5
night,28.5492168421,4.28624321587,3,2,5
lyme,28.5481559437,3.33169800802,5,4,9
cola,28.5466670588,3.50187961534,5,4,9
moe,28.5450472533,4.12597401752,4,2,6
tangerine,28.5440204836,4.37096343109,3,2,5
ant,28.5436695314,2.95881413662,4,5,9
dodge,28.5410602426,4.32296375725,3,2,5
bunbun,28.5400325001,4.49516453655,2,2,4
fish$auce,28.5341630532,4.37555170369,3,2,5
p0pe,28.5265598393,4.96583934299,2,2,4
volton,28.5240931656,2.16900969735,9,10,19
dano,28.5237346819,3.08327032723,5,5,10
skywalker,28.5234308771,2.70171136155,8,7,15
wumpus,28.5179611862,3.56287398997,5,4,9
pepsi,28.5175261094,2.04467501802,13,10,23
rabbit,28.5093297306,2.71665596435,6,7,13
phax,28.5078899705,4.53021780159,2,2,4
burr,28.5069402055,4.35645773559,3,2,5
mister dawson,28.4999359628,3.38331537963,6,4,10
jaybird klutz,28.493875194,3.35305692352,6,4,10
dinowulf,28.4907495347,3.23905452565,4,4,8
banyoshi2015,28.489285577,4.4728620475,3,2,5
nomis,28.4867353822,3.81480210165,4,3,7
mpk,28.4794536459,4.03542823017,3,3,6
lil brown,28.4766817658,4.98620574155,2,2,4
jedi master kushala,28.471019358,4.00953662312,3,2,5
clubs,28.4695235478,3.47336104719,4,4,8
dragedo,28.4677937152,3.10452547575,5,4,9
villain,28.4670321258,3.64559670037,3,4,7
sartoris,28.4645500239,5.04036412489,2,2,4
spire_fan,28.4617207091,3.03362191322,5,4,9
skylan,28.4616549069,4.38547334144,3,2,5
rayburn,28.461638223,4.50992995254,3,2,5
phantom,28.4598522108,3.85295165967,5,4,9
22k,28.457557611,4.36758993198,3,2,5
aqux,28.4573734376,4.81488717884,2,2,4
picofarad,28.4567529749,3.55436800099,5,4,9
eastea,28.4479709313,4.47492476915,3,2,5
nml,28.4462286669,4.49863420645,2,2,4
tree,28.4459901675,3.10643718449,5,5,10
hestoned,28.4458813299,2.0627174582,15,10,25
nav,28.4445630426,3.19575327737,7,4,11
japf,28.4394619076,3.02349085798,9,5,14
poskii,28.4366032527,3.10774869533,7,6,13
atrioc,28.4327997952,3.10953528241,5,7,12
melpyx,28.431216872,3.82024376565,4,4,8
oh,28.4304148521,3.68788752791,4,3,7
josniff,28.4136564151,3.12400653375,7,5,12
aaronscaring,28.412698999,4.40220107342,2,2,4
soswaggie,28.4106099684,4.29175422565,4,2,6
jahanni,28.4087641764,2.9037915901,6,6,12
squil,28.4065691572,4.74673241682,2,2,4
scoback,28.4024327695,4.56859077825,2,2,4
picassu,28.3960215664,4.40803807582,3,3,6
n1ck,28.3893510817,4.43623218282,3,2,5
dojo,28.3804605659,4.61374366167,2,2,4
babycakes,28.376180271,3.82135629423,5,4,9
life,28.3760624513,1.96286991808,13,14,27
steiner,28.3728422196,4.51383793119,3,2,5
goldman snacks,28.3703385301,3.19585869242,4,5,9
tarchwood,28.3689001359,2.47372565914,9,8,17
parmsib,28.3650576574,4.8672122177,3,2,5
cross,28.3642867379,4.28001999619,3,2,5
zíng,28.3636954157,2.41541326677,9,10,19
tootmoses,28.3583761975,4.44813057501,3,2,5
shabman productions,28.357275923,3.45736968783,5,4,9
altodor,28.3564541031,4.35159588395,3,2,5
di guy,28.3520135738,4.34534213085,3,2,5
phobos,28.3472699369,3.71006452242,4,4,8
zepherz,28.3471676273,4.59849699527,2,2,4
unlucky,28.3415869538,4.09745279631,3,3,6
zander,28.3302354125,3.37037424641,5,4,9
kamikaze,28.3191530575,3.54438093778,4,4,8
nice climbers,28.3183315319,1.66611167895,18,19,37
wiseclown,28.318045583,4.64902992505,2,2,4
rarik,28.3169328038,4.78258948081,2,2,4
super ginger,28.3141456185,3.25492676203,5,5,10
iroh,28.3124215947,4.66814126823,1,2,3
szapat,28.3110079795,3.52801960425,5,4,9
karenradish,28.3108913881,4.30164764615,2,2,4
glaz,28.3084403291,4.73431086683,3,2,5
charlezard,28.3068058727,3.13287651237,6,4,10
asianson,28.3062473386,3.24919838744,4,4,8
hype!,28.3050996801,4.43933491835,3,2,5
tenshii,28.2980505156,3.39812481275,4,4,8
inspector waffles,28.2956942348,4.19240650179,3,2,5
yanyan,28.2938493441,4.56494045811,3,2,5
luckyshoot3r,28.2872892907,4.15969975228,2,2,4
thorne,28.2811106064,2.86861557747,7,5,12
kingly,28.2759025653,3.36274557484,6,4,10
lightning,28.2739543721,3.27976689295,6,6,12
booty bandit,28.272155392,4.56501471773,1,2,3
unsure,28.2719696337,2.13412226869,11,11,22
jordo,28.26984496,4.04319435153,3,2,5
j$727,28.2630087526,4.77664209373,2,2,4
pawl,28.262362595,4.45646868786,3,2,5
speedy,28.2623169079,4.07649791921,4,3,7
slim,28.2591367067,4.2760116749,3,2,5
et,28.2587152916,4.40750477974,3,2,5
sirreginald,28.2586186351,4.70386262521,2,2,4
havok,28.2528534917,3.70625777532,4,4,8
dhoho,28.248869641,4.68479951571,3,2,5
wowzers,28.2477085271,2.0226369005,14,12,26
milk,28.247076731,2.27883491678,12,10,22
joba,28.2430872188,4.1627956797,3,2,5
mr fluffles,28.2409984231,3.56088875125,5,4,9
i-dog,28.2406303676,4.7972569368,2,2,4
skullkid,28.2378304339,4.30265117326,3,2,5
seeze,28.2368473053,3.01643896365,6,6,12
raffaele,28.2362698249,4.40477399948,3,2,5
hvac,28.2362391994,3.24302402108,5,6,11
pogopeanut,28.2352926134,4.51866525233,3,2,5
epikfaal,28.2274085627,3.7800578812,3,4,7
